billing_date,client_id,client_name,region,contract_type,consumption_kwh,co2_emissions,cost_per_kwh,total_cost,renewable_energy_percentage
2024-03-09,917,"Hamilton, Baker and Johnson",Oeste,Comercial,3243,1531.45,0.22,713.46,87
2024-02-16,918,Mitchell and Sons,Este,Residencial,3833,913.35,0.25,958.25,99
2024-10-15,919,Walsh-Garcia,Este,Comercial,7489,550.12,0.16,1198.24,87
2024-10-19,920,"Gilbert, Gould and Lewis",Oeste,Residencial,9639,1737.52,0.22,2120.58,76
2024-11-01,921,Gardner PLC,Oeste,Comercial,8814,157.69,0.19,1674.66,10
2024-05-19,922,"Collier, Griffith and Payne",Este,Residencial,9211,1199.7,0.11,1013.21,27
2024-09-28,923,"Morris, Mitchell and White",Sur,Comercial,7007,178.05,0.25,1751.75,78
2024-03-19,924,Kelly Group,Norte,Residencial,7883,1872.49,0.17,1340.11,93
2024-02-09,925,Mora PLC,Sur,Residencial,5568,1358.13,0.19,1057.92,54
2024-09-03,926,"Lee, Thompson and Smith",Sur,Comercial,3343,54.63,0.12,401.16,67
2024-07-22,927,"Harper, Brady and Riggs",Norte,Comercial,5491,875.62,0.1,549.1,59
2024-10-25,928,Snyder LLC,Centro,Residencial,5709,1915.09,0.18,1027.62,46
2024-03-14,929,Espinoza-Taylor,Sur,Comercial,1717,1249.13,0.25,429.25,24
2024-03-26,930,"Harris, Schneider and Davis",Este,Comercial,7499,381.89,0.11,824.89,44
2024-07-03,931,Wong and Sons,Este,Residencial,3964,1480.16,0.17,673.88,70
2024-01-01,932,Sloan PLC,Oeste,Residencial,4081,1276.53,0.17,693.7700000000001,74
2024-01-23,933,"Hughes, Russell and Lopez",Centro,Comercial,201,829.98,0.19,38.19,51
2024-09-25,934,Johnson-Ashley,Centro,Comercial,6488,1378.78,0.24,1557.12,18
2024-02-25,935,Sutton Inc,Centro,Comercial,3537,1713.25,0.15,530.55,47
2024-07-29,936,"Gomez, Smith and Everett",Sur,Residencial,8529,1610.54,0.19,1620.51,9
2024-10-23,937,Walsh-Preston,Norte,Comercial,7178,104.15,0.23,1650.94,42
2024-08-08,938,Noble Group,Este,Comercial,6046,788.71,0.24,1451.04,95
2024-01-06,939,Johnson Group,Oeste,Comercial,7044,132.88,0.24,1690.56,46
2024-11-07,940,Rodriguez-Smith,Centro,Comercial,4690,231.68,0.18,844.1999999999999,52
2024-01-09,941,"Fowler, Joseph and Brennan",Centro,Residencial,9087,366.96,0.1,908.7,76
2024-09-16,942,Hernandez LLC,Sur,Residencial,2464,1549.99,0.14,344.96000000000004,55
2024-04-18,943,Johnson-Ballard,Norte,Residencial,9508,1011.56,0.18,1711.4399999999998,17
2024-05-14,944,Singleton-Gonzalez,Este,Residencial,8095,643.16,0.2,1619.0,42
2024-03-08,945,"Thompson, Simmons and Nguyen",Sur,Comercial,4850,87.36,0.15,727.5,28
2024-02-16,946,Perez Inc,Centro,Comercial,7173,1093.52,0.15,1075.95,26
2024-04-30,947,Melendez PLC,Este,Comercial,8028,502.19,0.11,883.08,79
2024-09-10,948,Roth-Stanley,Oeste,Comercial,4106,812.37,0.1,410.6,56
2024-10-17,949,Brown-Beltran,Norte,Comercial,1963,212.77,0.18,353.34,66
2024-08-19,950,House-Howell,Sur,Residencial,3741,905.02,0.17,635.97,44
2024-08-02,951,Kirby LLC,Sur,Residencial,5311,128.76,0.21,1115.31,11
2024-09-16,952,Myers LLC,Norte,Comercial,2829,1443.17,0.15,424.35,55
2024-10-09,953,"Rowe, Fowler and Ramirez",Sur,Residencial,2736,1904.91,0.14,383.04,81
2024-06-22,954,Martin-Bates,Sur,Comercial,4418,1540.52,0.17,751.0600000000001,18
2024-09-30,955,"Mitchell, Hughes and Cruz",Oeste,Comercial,5406,1245.39,0.11,594.66,55
2024-06-03,956,"Castro, Robles and Johnston",Sur,Comercial,3250,1504.08,0.13,422.5,11
2024-10-19,957,Thompson Inc,Sur,Comercial,6970,218.25,0.25,1742.5,58
2024-01-09,958,Woodward Ltd,Oeste,Comercial,2632,1480.01,0.23,605.36,32
2024-03-23,959,"Bryant, Davis and Jennings",Oeste,Comercial,8147,283.63,0.11,896.17,67
2024-05-24,960,"Pena, Robertson and Parsons",Este,Residencial,1132,1001.37,0.21,237.72,0
2024-06-15,961,Day-White,Sur,Residencial,661,204.33,0.13,85.93,80
2024-07-12,962,"Thompson, Harvey and Hancock",Este,Residencial,1231,349.96,0.19,233.89,95
2024-01-07,963,Edwards Inc,Centro,Residencial,3610,264.98,0.13,469.3,51
2024-05-12,964,White Ltd,Este,Residencial,217,862.79,0.13,28.21,83
2024-06-12,965,"Coleman, Brown and Garcia",Oeste,Comercial,3282,90.83,0.21,689.22,75
2024-01-29,966,"Marshall, Bailey and Craig",Sur,Residencial,8085,1376.76,0.15,1212.75,41
2024-06-12,967,Ramirez Group,Norte,Residencial,5435,561.68,0.2,1087.0,29
2024-04-23,968,"Gilbert, Johnson and Ross",Centro,Residencial,5417,134.74,0.19,1029.23,52
2024-05-27,969,Edwards-Edwards,Norte,Residencial,7810,1289.57,0.11,859.1,91
2024-05-01,970,Brown Ltd,Centro,Comercial,8759,1797.62,0.15,1313.85,34
2024-04-16,971,Ortiz Group,Norte,Residencial,3493,1612.84,0.21,733.53,90
2024-03-29,972,"Roberts, Anderson and Huff",Este,Comercial,8849,1465.56,0.12,1061.88,85
2024-09-25,973,Crawford-Williams,Oeste,Comercial,2394,1587.82,0.22,526.68,94
2024-07-24,974,Knox-Smith,Norte,Comercial,3851,379.37,0.1,385.1,77
2024-08-04,975,"White, Koch and Hall",Este,Residencial,1986,96.14,0.16,317.76,98
2024-02-12,976,Larson LLC,Oeste,Residencial,3594,758.48,0.17,610.98,33
2024-07-17,977,Rangel-Burgess,Centro,Residencial,6042,86.79,0.21,1268.82,51
2024-10-16,978,Hernandez Ltd,Este,Comercial,8080,1326.98,0.24,1939.2,37
2024-08-07,979,"Bass, Wagner and Brown",Centro,Residencial,794,141.43,0.19,150.86,77
2024-03-18,980,Reyes and Sons,Sur,Residencial,7014,1166.59,0.2,1402.8000000000002,48
2024-08-08,981,Luna PLC,Este,Residencial,1362,1075.64,0.19,258.78000000000003,18
2024-08-03,982,"Snyder, Miles and Jacobs",Centro,Comercial,4207,1402.82,0.23,967.61,54
2024-03-17,983,Holden Ltd,Sur,Comercial,6707,61.69,0.23,1542.61,22
2024-08-10,984,Mcdowell-Hill,Este,Comercial,5664,602.97,0.2,1132.8,17
2024-02-23,985,"Walker, Stout and Burgess",Este,Comercial,8424,184.93,0.12,1010.88,23
2024-10-27,986,"Brewer, Garcia and Pugh",Norte,Comercial,199,1775.01,0.17,33.830000000000005,70
2024-02-28,987,Harrison-Gutierrez,Oeste,Comercial,4726,134.45,0.17,803.4200000000001,8
2024-04-26,988,Carpenter Group,Oeste,Residencial,1125,408.02,0.18,202.5,30
2024-06-03,989,"Stevens, Lee and Liu",Oeste,Comercial,1277,722.15,0.11,140.47,21
2024-08-17,990,Farley-Walker,Oeste,Comercial,3681,646.6,0.1,368.1,15
2024-01-17,991,Parker LLC,Sur,Residencial,1907,333.32,0.22,419.54,94
2024-07-03,992,"Delgado, Smith and Bates",Norte,Comercial,6977,1091.88,0.14,976.78,91
2024-04-29,993,Ramos-Schmidt,Oeste,Comercial,2314,897.68,0.23,532.22,36
2024-04-27,994,"Fowler, Miller and Johnson",Norte,Comercial,7998,554.69,0.15,1199.7,9
2024-08-24,995,Ali LLC,Centro,Residencial,6737,1853.63,0.23,1549.51,62
2024-07-27,996,"Davis, Johnson and Davis",Centro,Comercial,7718,687.81,0.11,848.98,54
2024-10-22,997,Scott-Wells,Oeste,Residencial,4467,1035.94,0.12,536.04,48
2024-09-19,998,"Jones, Hughes and Chung",Sur,Comercial,5836,634.78,0.16,933.76,51
2024-04-01,999,"Johnson, Burgess and Foster",Este,Residencial,9695,681.86,0.12,1163.4,22
2024-07-18,1000,"Wilson, Collins and Nelson",Centro,Comercial,483,562.61,0.17,82.11,2
2024-02-23,1001,Smith and Sons,Norte,Comercial,3439,1240.79,0.1,343.90000000000003,46
2024-08-04,1002,Taylor-Allen,Este,Comercial,6644,1550.53,0.14,930.16,67
2024-06-21,1003,Miller-Torres,Este,Comercial,6437,170.29,0.11,708.07,85
2024-09-20,1004,"Benjamin, Harrison and Harris",Este,Residencial,9432,1395.54,0.19,1792.08,23
2024-07-07,1005,Norman-Adams,Oeste,Residencial,4954,253.04,0.12,594.48,2
2024-06-26,1006,Pierce-Newton,Centro,Residencial,5993,1613.71,0.2,1198.6,55
2024-05-07,1007,Perry-Shaffer,Sur,Comercial,9170,1664.38,0.2,1834.0,87
2024-08-23,1008,Vasquez Group,Este,Comercial,3344,1905.81,0.19,635.36,10
2024-05-08,1009,Carrillo PLC,Centro,Comercial,9101,595.77,0.18,1638.1799999999998,33
2024-09-10,1010,"Oliver, Armstrong and Moss",Sur,Comercial,8343,1917.32,0.1,834.3000000000001,6
2024-07-10,1011,Baker-Fuentes,Centro,Comercial,4401,107.94,0.21,924.21,82
2024-01-23,1012,Garcia-Daniels,Norte,Residencial,2351,1817.24,0.16,376.16,91
2024-08-27,1013,"Hammond, Wall and Torres",Oeste,Residencial,9152,1160.87,0.17,1555.84,81
2024-05-11,1014,Reed Ltd,Centro,Comercial,116,1549.91,0.2,23.200000000000003,38
2024-06-22,1015,Blankenship Ltd,Sur,Comercial,6644,1624.24,0.22,1461.68,81
2024-02-02,1016,"Delgado, Lopez and Lawrence",Oeste,Residencial,9988,885.2,0.21,2097.48,50
2024-10-05,1017,Scott-Perez,Sur,Comercial,6915,517.23,0.11,760.65,3
2024-02-24,1018,Parrish LLC,Sur,Comercial,762,1828.14,0.12,91.44,89
2024-04-20,1019,"Gonzalez, Jones and Williams",Centro,Comercial,4516,793.55,0.21,948.36,59
2024-09-19,1020,Tanner-Myers,Sur,Residencial,3935,1543.41,0.24,944.4,44
2024-09-21,1021,Tucker LLC,Norte,Comercial,6722,1423.99,0.22,1478.84,39
2024-02-15,1022,"Wallace, Roberts and Kirk",Sur,Comercial,9887,623.49,0.1,988.7,52
2024-04-13,1023,Barker PLC,Norte,Comercial,3472,426.56,0.15,520.8,15
2024-02-08,1024,Smith-Obrien,Sur,Residencial,3995,1470.39,0.18,719.1,92
2024-05-05,1025,Daniel Ltd,Oeste,Residencial,7481,1543.25,0.2,1496.2,36
2024-04-20,1026,Romero PLC,Centro,Residencial,4363,271.93,0.15,654.4499999999999,70
2024-01-06,1027,Hayes-Sellers,Sur,Comercial,3222,441.76,0.18,579.9599999999999,12
2024-03-26,1028,Dawson PLC,Sur,Comercial,2087,1876.81,0.21,438.27,78
2024-04-04,1029,Jackson Ltd,Centro,Comercial,9251,1569.21,0.13,1202.63,0
2024-06-10,1030,Stark LLC,Norte,Residencial,7900,855.94,0.13,1027.0,86
2024-05-29,1031,"Moore, Dunn and Herrera",Centro,Residencial,6916,495.86,0.18,1244.88,36
2024-04-26,1032,Stewart-Middleton,Sur,Residencial,9600,416.96,0.14,1344.0000000000002,67
2024-05-05,1033,Newman-Martinez,Este,Comercial,3010,1859.06,0.12,361.2,80
2024-02-12,1034,Hart LLC,Este,Comercial,7882,1220.78,0.17,1339.94,1
2024-09-30,1035,"Clark, Edwards and Ward",Centro,Residencial,8763,516.84,0.12,1051.56,45
2024-03-23,1036,Sanchez Inc,Este,Residencial,1897,898.96,0.21,398.37,69
2024-03-08,1037,"Smith, Hudson and Cabrera",Este,Residencial,5052,924.77,0.17,858.84,42
2024-05-09,1038,"Jordan, Washington and Johnson",Oeste,Residencial,9616,1416.12,0.24,2307.84,26
2024-07-09,1039,"Hernandez, Ellis and Allen",Centro,Residencial,867,1372.65,0.22,190.74,54
2024-10-03,1040,"Schultz, Hayes and Willis",Oeste,Residencial,3879,635.21,0.21,814.5899999999999,8
2024-08-01,1041,Dawson-Buckley,Oeste,Comercial,842,965.65,0.12,101.04,1
2024-08-06,1042,Barnes Inc,Norte,Comercial,4788,1227.2,0.25,1197.0,55
2024-06-24,1043,"Thompson, Whitaker and Ortiz",Este,Residencial,8113,824.02,0.17,1379.21,86
2024-02-10,1044,Miller LLC,Oeste,Comercial,2726,1519.34,0.11,299.86,67
2024-07-07,1045,Prince PLC,Sur,Comercial,6973,928.9,0.16,1115.68,75
2024-04-20,1046,Vasquez-Vazquez,Sur,Comercial,4134,1725.4,0.23,950.82,67
2024-08-07,1047,Heath-Blevins,Sur,Residencial,1306,93.13,0.13,169.78,0
2024-03-27,1048,Greene LLC,Centro,Residencial,8910,739.28,0.14,1247.4,51
2024-07-07,1049,Brooks and Sons,Sur,Comercial,7271,1715.12,0.15,1090.65,63
2024-05-24,1050,Mendoza-Ingram,Este,Comercial,812,1820.96,0.23,186.76,25
2024-09-25,1051,Garner Inc,Oeste,Residencial,6883,1473.26,0.13,894.7900000000001,35
2024-07-10,1052,Hamilton and Sons,Este,Residencial,5851,1615.38,0.21,1228.71,82
2024-04-11,1053,Gray Ltd,Norte,Comercial,4232,1086.83,0.2,846.4000000000001,4
2024-06-09,1054,Davis-Mcfarland,Sur,Residencial,6845,65.65,0.18,1232.1,99
2024-01-04,1055,Hodges Inc,Norte,Residencial,8905,1309.68,0.24,2137.2,27
2024-08-17,1056,Nguyen-Young,Sur,Residencial,4618,778.87,0.17,785.0600000000001,43
2024-05-10,1057,Price Inc,Sur,Comercial,6756,1287.64,0.23,1553.88,6
2024-08-02,1058,Sanchez Group,Este,Residencial,9924,327.66,0.21,2084.04,62
2024-01-28,1059,"Howard, Carr and Thompson",Este,Comercial,764,1708.17,0.11,84.04,56
2024-02-10,1060,Gonzalez-Howell,Este,Residencial,7706,1310.53,0.13,1001.78,14
2024-07-23,1061,"Berger, Young and Mills",Este,Residencial,2615,331.82,0.23,601.45,31
2024-07-10,1062,Green-Mitchell,Sur,Comercial,1345,589.43,0.14,188.3,97
2024-03-18,1063,Bolton-Smith,Oeste,Comercial,1563,925.05,0.16,250.08,31
2024-04-04,1064,"Lewis, Parks and Nelson",Centro,Residencial,5580,796.37,0.21,1171.8,54
2024-02-16,1065,Lee-Reed,Norte,Comercial,6065,1880.36,0.15,909.75,78
2024-07-14,1066,Gonzales Group,Oeste,Comercial,5003,1657.7,0.18,900.54,64
2024-07-07,1067,Calderon Inc,Centro,Comercial,1762,1427.43,0.12,211.44,58
2024-02-03,1068,Baker Inc,Centro,Comercial,1629,310.17,0.19,309.51,2
2024-01-24,1069,Glenn-Brown,Centro,Comercial,8813,299.93,0.23,2026.99,92
2024-03-08,1070,"Anderson, Fisher and Cook",Este,Residencial,5967,1821.57,0.21,1253.07,71
2024-01-07,1071,"Brown, King and Reynolds",Sur,Comercial,2067,648.46,0.14,289.38000000000005,49
2024-07-07,1072,"Hicks, Contreras and Watson",Centro,Residencial,5116,225.96,0.1,511.6,2
2024-06-02,1073,Le-Williams,Norte,Residencial,2628,292.39,0.23,604.44,75
2024-03-18,1074,Ortega-Holland,Norte,Comercial,3863,1678.79,0.25,965.75,5
2024-04-23,1075,Campbell Ltd,Centro,Comercial,617,967.74,0.12,74.03999999999999,99
2024-01-24,1076,Nelson Ltd,Sur,Residencial,7645,874.01,0.25,1911.25,20
2024-09-27,1077,"Sullivan, Waters and Kramer",Oeste,Comercial,5560,597.33,0.18,1000.8,89
2024-05-24,1078,Keith-Parker,Centro,Comercial,757,1398.65,0.13,98.41,20
2024-04-09,1079,Hutchinson-Wilson,Norte,Residencial,3895,352.48,0.22,856.9,75
2024-03-24,1080,"Dickerson, Yoder and Hunt",Este,Residencial,9081,155.62,0.17,1543.7700000000002,35
2024-10-17,1081,Anderson-Nicholson,Norte,Comercial,502,1207.54,0.14,70.28,17
2024-09-13,1082,"Lee, Sawyer and Day",Oeste,Comercial,1737,302.54,0.13,225.81,59
2024-10-29,1083,Jordan and Sons,Centro,Residencial,3154,1784.52,0.15,473.1,94
2024-06-10,1084,Schneider-Norris,Este,Comercial,3202,900.04,0.2,640.4000000000001,45
2024-05-13,1085,"Rollins, Mullen and Hamilton",Sur,Comercial,2552,1788.97,0.2,510.4,81
2024-09-18,1086,Bradley Group,Norte,Comercial,2788,120.37,0.23,641.24,7
2024-05-18,1087,Lewis Inc,Este,Residencial,8529,1886.02,0.13,1108.77,52
2024-09-12,1088,"Hughes, Gonzales and Herrera",Oeste,Residencial,1901,1005.59,0.12,228.12,98
2024-02-11,1089,Eaton-Mullen,Centro,Comercial,1312,69.88,0.18,236.16,13
2024-04-09,1090,Adams Inc,Oeste,Comercial,6880,1888.33,0.25,1720.0,11
2024-09-15,1091,"Douglas, Powers and Kline",Sur,Residencial,1781,201.7,0.1,178.10000000000002,6
2024-10-14,1092,Estrada-Hancock,Centro,Residencial,3303,1271.48,0.21,693.63,73
2024-03-10,1093,Ortega-Martinez,Este,Residencial,9243,1499.13,0.11,1016.73,45
2024-03-16,1094,Ramirez-Davis,Oeste,Comercial,8942,739.93,0.22,1967.24,29
2024-10-05,1095,"Terrell, Avila and White",Centro,Comercial,8358,1511.7,0.24,2005.92,14
2024-05-28,1096,Rose PLC,Centro,Comercial,2317,977.41,0.1,231.7,48
2024-06-14,1097,Marquez LLC,Este,Residencial,5496,413.46,0.14,769.44,44
2024-03-14,1098,"Spencer, Nguyen and Huffman",Norte,Comercial,4543,1529.2,0.21,954.03,30
2024-09-25,1099,"Morrison, Liu and Wood",Centro,Comercial,179,1051.85,0.14,25.06,22
2024-08-17,1100,Cowan PLC,Norte,Comercial,8398,1756.84,0.12,1007.76,58
2024-06-14,1101,Ray Inc,Sur,Comercial,5313,962.66,0.16,850.08,73
2024-08-25,1102,Holloway Inc,Sur,Comercial,8277,645.96,0.2,1655.4,83
2024-04-08,1103,Short-Thomas,Sur,Residencial,7029,1004.6,0.22,1546.38,58
2024-02-04,1104,Mcbride and Sons,Este,Residencial,1808,1589.63,0.1,180.8,62
2024-03-09,1105,Bowman LLC,Sur,Comercial,2890,922.29,0.12,346.8,93
2024-05-22,1106,"West, Snow and Small",Oeste,Comercial,209,1466.39,0.16,33.44,63
2024-09-12,1107,"Murphy, Anderson and Olson",Norte,Comercial,8965,1991.67,0.22,1972.3,60
2024-01-03,1108,Hunter Ltd,Centro,Comercial,3517,1306.26,0.22,773.74,35
2024-06-12,1109,Smith Ltd,Sur,Comercial,9766,701.79,0.12,1171.9199999999998,54
2024-04-15,1110,Glover Inc,Norte,Residencial,9952,1898.21,0.17,1691.84,53
2024-08-05,1111,Crawford-Walsh,Oeste,Comercial,7144,958.19,0.15,1071.6,12
2024-05-19,1112,Baldwin and Sons,Norte,Comercial,1876,1965.52,0.11,206.36,30
2024-02-18,1113,Carter-Kim,Este,Comercial,7885,1658.11,0.24,1892.4,43
2024-01-30,1114,Carpenter Inc,Sur,Comercial,529,623.63,0.21,111.09,25
2024-02-09,1115,White-Daniel,Centro,Comercial,9596,529.55,0.24,2303.04,54
2024-03-01,1116,Young-Pitts,Centro,Residencial,3239,1583.89,0.12,388.68,28
2024-08-23,1117,Lewis-Shepherd,Oeste,Residencial,304,914.99,0.11,33.44,62
2024-01-19,1118,"Castillo, Mcpherson and Nelson",Este,Comercial,4412,953.85,0.2,882.4000000000001,80
2024-01-21,1119,Myers PLC,Este,Residencial,5408,835.45,0.1,540.8000000000001,89
2024-07-02,1120,Cooper-Morgan,Sur,Comercial,7955,1302.5,0.2,1591.0,14
2024-04-22,1121,Rose and Sons,Norte,Residencial,9408,1308.52,0.2,1881.6,92
2024-10-08,1122,"Smith, Garza and Watkins",Norte,Residencial,3180,284.48,0.12,381.6,54
2024-04-13,1123,Rojas-Garcia,Oeste,Residencial,9350,84.66,0.23,2150.5,87
2024-05-07,1124,Miller-Mitchell,Oeste,Residencial,7547,90.23,0.25,1886.75,76
2024-05-25,1125,"Valdez, Rodriguez and Hernandez",Sur,Residencial,6902,1117.74,0.15,1035.3,62
2024-06-29,1126,Schneider Ltd,Sur,Comercial,3140,852.88,0.15,471.0,0
2024-01-29,1127,Esparza and Sons,Oeste,Residencial,3938,1421.34,0.2,787.6,88
2024-01-24,1128,Allen PLC,Sur,Comercial,3014,763.33,0.22,663.08,45
2024-10-07,1129,Williams-Ross,Centro,Comercial,2473,352.69,0.12,296.76,68
2024-10-31,1130,Vance-Barr,Norte,Comercial,6675,261.68,0.19,1268.25,20
2024-03-29,1131,Crawford-Young,Centro,Residencial,2520,788.36,0.12,302.4,11
2024-05-05,1132,Bray Inc,Este,Residencial,2604,1001.51,0.13,338.52000000000004,42
2024-10-14,1133,"Rivera, White and Price",Oeste,Comercial,3084,1898.14,0.14,431.7600000000001,37
2024-10-20,1134,Lane and Sons,Sur,Residencial,6545,1288.01,0.23,1505.35,12
2024-06-20,1135,"Moody, Lee and Anthony",Oeste,Comercial,1819,1354.72,0.24,436.56,54
2024-07-29,1136,"Phillips, Thompson and Johnson",Centro,Residencial,1906,615.31,0.16,304.96,12
2024-04-23,1137,Holmes LLC,Norte,Comercial,3738,1450.96,0.21,784.98,85
2024-11-01,1138,"Gonzalez, Francis and Williams",Sur,Comercial,1549,167.39,0.24,371.76,38
2024-01-31,1139,"Lam, Ball and Graham",Sur,Residencial,381,1330.29,0.22,83.82000000000001,42
2024-09-29,1140,Willis-Miller,Centro,Comercial,1898,936.56,0.17,322.66,83
2024-02-18,1141,Vargas-Townsend,Oeste,Residencial,5760,1633.26,0.14,806.4000000000001,25
2024-06-12,1142,Mcdaniel LLC,Norte,Comercial,3538,1450.44,0.23,813.74,75
2024-09-19,1143,"Jones, Byrd and Williams",Centro,Comercial,3111,1358.43,0.25,777.75,43
2024-03-01,1144,"Allison, Hicks and Forbes",Sur,Comercial,2364,1276.21,0.25,591.0,4
2024-07-12,1145,Shaffer Group,Sur,Residencial,989,588.33,0.14,138.46,35
2024-06-01,1146,"Sims, Lewis and Morrison",Centro,Residencial,3745,609.66,0.2,749.0,29
2024-08-23,1147,Galloway-Miles,Norte,Comercial,4549,720.94,0.14,636.86,69
2024-07-04,1148,Barron Inc,Centro,Residencial,3146,78.43,0.25,786.5,6
2024-01-27,1149,Estrada PLC,Centro,Comercial,6631,1786.03,0.16,1060.96,61
2024-07-04,1150,Cline Group,Este,Residencial,5654,785.77,0.18,1017.72,54
2024-05-13,1151,Robinson-Faulkner,Norte,Comercial,3801,338.01,0.19,722.19,28
2024-04-18,1152,Whitaker-Hall,Centro,Residencial,9991,133.21,0.17,1698.47,95
2024-04-20,1153,Olson-Glass,Norte,Residencial,8107,1386.3,0.13,1053.91,98
2024-07-07,1154,"Booth, Mckinney and Boyd",Norte,Comercial,8365,1296.17,0.24,2007.6,3
2024-03-05,1155,Ramos Ltd,Norte,Comercial,9086,1215.61,0.18,1635.48,3
2024-03-17,1156,"Bradshaw, Woods and Moreno",Norte,Comercial,1515,779.37,0.13,196.95,36
2024-04-28,1157,"Williamson, Jackson and Green",Sur,Comercial,6889,1634.81,0.15,1033.35,12
2024-01-13,1158,Meyer-Espinoza,Este,Comercial,2932,724.52,0.2,586.4,1
2024-05-02,1159,Owen-Poole,Centro,Comercial,5208,491.05,0.23,1197.84,83
2024-03-07,1160,Hoover-Smith,Oeste,Residencial,368,1919.07,0.14,51.52,60
2024-10-01,1161,Cannon LLC,Sur,Comercial,9748,1826.21,0.24,2339.52,46
2024-03-13,1162,Sanders and Sons,Centro,Comercial,6161,647.74,0.11,677.71,89
2024-01-10,1163,Hardy-Reese,Oeste,Residencial,2704,200.49,0.11,297.44,92
2024-01-15,1164,"Malone, Colon and Smith",Sur,Comercial,3771,359.96,0.21,791.91,63
2024-09-01,1165,Collins LLC,Centro,Residencial,476,1240.19,0.24,114.24,51
2024-09-20,1166,"Lara, Baker and Jones",Norte,Comercial,6889,1965.5,0.17,1171.13,80
2024-07-11,1167,"Gonzalez, Sanchez and Rose",Centro,Comercial,9529,547.54,0.17,1619.93,19
2024-05-17,1168,Graves LLC,Norte,Comercial,7830,287.41,0.16,1252.8,94
2024-06-24,1169,Harrison-Williams,Oeste,Residencial,5555,290.87,0.16,888.8000000000001,48
2024-08-08,1170,James-Johnson,Norte,Comercial,8213,1465.15,0.21,1724.73,91
2024-07-02,1171,"Delacruz, Cox and Jones",Norte,Residencial,4530,1084.21,0.17,770.1,83
2024-08-19,1172,Newton-Mejia,Este,Comercial,3970,1936.52,0.13,516.1,77
2024-05-15,1173,Morrison-Powers,Centro,Comercial,821,1845.49,0.19,155.99,73
2024-06-14,1174,"Walker, Michael and Woodard",Norte,Residencial,435,414.47,0.17,73.95,70
2024-09-18,1175,"Thompson, Mitchell and George",Centro,Comercial,5689,909.58,0.19,1080.91,70
2024-02-15,1176,Hayes-Carpenter,Centro,Residencial,8213,1414.78,0.22,1806.86,70
2024-07-27,1177,Glover Group,Norte,Comercial,8167,1984.84,0.17,1388.39,2
2024-11-05,1178,"Rodriguez, Johnson and Wood",Oeste,Comercial,3353,1999.59,0.2,670.6,70
2024-03-11,1179,"Rodriguez, Washington and Walton",Norte,Residencial,9562,788.16,0.16,1529.92,98
2024-02-27,1180,"Mccormick, Bauer and Quinn",Este,Comercial,4148,352.25,0.24,995.52,63
2024-05-24,1181,Holt Group,Norte,Residencial,1778,1990.12,0.16,284.48,8
2024-06-10,1182,"Powell, Escobar and Short",Oeste,Comercial,7394,1100.04,0.17,1256.98,34
2024-06-15,1183,Johnston Group,Centro,Residencial,587,603.27,0.24,140.88,25
2024-10-14,1184,Owens PLC,Centro,Comercial,7584,1677.47,0.12,910.08,28
2024-02-20,1185,"Cantrell, Wright and Heath",Centro,Comercial,7287,1106.06,0.17,1238.7900000000002,96
2024-03-30,1186,"Glover, Harris and Gardner",Centro,Residencial,3759,1628.93,0.22,826.98,58
2024-04-23,1187,"Sutton, Coleman and Tran",Oeste,Comercial,5811,1649.28,0.14,813.5400000000001,80
2024-03-14,1188,Strong-Simpson,Norte,Residencial,165,683.29,0.17,28.05,68
2024-06-09,1189,Williams-Alexander,Sur,Comercial,8817,1755.46,0.12,1058.04,53
2024-01-27,1190,Patrick and Sons,Norte,Comercial,3887,1181.69,0.2,777.4000000000001,72
2024-03-06,1191,"Edwards, Jones and Garza",Centro,Comercial,2880,215.73,0.17,489.6,68
2024-10-26,1192,Mcguire Group,Este,Comercial,5179,1307.01,0.17,880.4300000000001,99
2024-05-03,1193,Reid-Dennis,Este,Residencial,4821,1920.53,0.21,1012.41,29
2024-04-08,1194,Mccormick-Neal,Sur,Residencial,8328,1524.7,0.15,1249.2,50
2024-01-22,1195,Berg-Landry,Centro,Comercial,4193,570.84,0.17,712.8100000000001,47
2024-10-29,1196,Andrews LLC,Centro,Residencial,3103,1422.66,0.16,496.48,69
2024-07-27,1197,Osborn PLC,Norte,Residencial,3957,1930.51,0.16,633.12,67
2024-04-24,1198,"Chen, Phillips and Guerra",Este,Residencial,3818,1431.57,0.17,649.0600000000001,51
2024-03-05,1199,Mcclain Group,Sur,Residencial,1838,1660.52,0.1,183.8,55
2024-11-02,1200,Jenkins Inc,Centro,Comercial,8116,1984.98,0.22,1785.52,6
2024-08-14,1201,Kaufman Ltd,Sur,Comercial,406,651.93,0.22,89.32000000000001,3
2024-01-24,1202,Smith and Sons,Norte,Residencial,2876,645.13,0.11,316.36,90
2024-07-06,1203,"Johnson, Love and Marquez",Oeste,Comercial,7690,589.8,0.13,999.7,59
2024-10-05,1204,Reyes Group,Oeste,Comercial,6753,721.88,0.14,945.42,35
2024-08-02,1205,"Hull, Dixon and Perry",Centro,Residencial,1201,1917.21,0.16,192.16,33
2024-04-30,1206,Nunez-Mayo,Este,Comercial,2919,1306.13,0.16,467.04,39
2024-03-10,1207,Robertson Inc,Centro,Residencial,8250,1775.65,0.14,1155.0,81
2024-07-15,1208,"Moore, Carter and Flores",Este,Residencial,5102,300.23,0.11,561.22,78
